chr	start	end	type	nhaps
5	43457075	43458516	genic	9
5	43458517	43461149	intergenic	13
5	43461150	43461708	genic	4
5	43461150	43461708	genic-original	4
5	43461709	43464667	intergenic	12
5	43464668	43465649	genic	11
5	43464668	43465649	genic-original	11
5	43465650	43469653	intergenic	13
5	43469654	43470174	genic	4
5	43469654	43470174	genic-original	4
5	43470175	43472902	intergenic	14
5	43472903	43473050	genic	18
5	43472903	43473050	genic-original	18
5	43473051	43479152	intergenic	15
5	43479153	43482406	genic	9
5	43479153	43482406	genic-original	9
5	43482407	43482964	intergenic	11
5	43482965	43485477	genic	6
5	43482965	43485477	genic-original	6
5	43485478	43492066	intergenic	14
5	43492067	43492631	genic	4
5	43492067	43492631	genic-original	4
5	43492632	43514282	intergenic	12
5	43514283	43516087	genic	8
5	43514283	43521502	genic-original	14
5	43516088	43517892	genic	10
5	43517893	43519697	genic	13
5	43519698	43521502	genic	8
5	43521503	43525571	intergenic	14
5	43525572	43526065	genic	7
5	43525572	43526065	genic-original	7
5	43526066	43527719	intergenic	10
5	43527720	43532156	genic	9
5	43527720	43532156	genic-original	9
5	43532157	43534775	intergenic	10
5	43534776	43535452	genic	4
5	43534776	43535452	genic-original	4
5	43535453	43536470	intergenic	14
5	43536471	43537732	genic	10
5	43536471	43539103	genic-original	11
5	43537733	43539103	genic	11
5	43539104	43540471	intergenic	10
5	43540472	43541979	genic	11
5	43540472	43543486	genic-original	12
5	43541980	43543486	genic	10
5	43543487	43548921	intergenic	12
5	43548922	43550220	genic	10
5	43548922	43550220	genic-original	10
5	43550221	43552484	intergenic	7
5	43552485	43552893	genic	5
5	43552485	43552893	genic-original	5
5	43552894	43553413	intergenic	3
5	43553414	43553823	genic	2
5	43553414	43553823	genic-original	2
5	43553824	43554935	intergenic	8
5	43554936	43556558	genic	6
5	43554936	43556558	genic-original	6
5	43556559	43564904	intergenic	14
5	43564905	43566679	genic	11
5	43564905	43568453	genic-original	14
5	43566680	43568453	genic	13
5	43568454	43568964	intergenic	4
5	43568965	43570281	genic	10
5	43568965	43570281	genic-original	10
5	43570282	43580146	intergenic	17
5	43580147	43581587	genic	7
5	43580147	43583028	genic-original	11
5	43581588	43583028	genic	10
5	43583029	43588212	intergenic	12
5	43588213	43589214	genic	7
5	43588213	43592220	genic-original	11
5	43589215	43590216	genic	7
5	43590217	43591218	genic	7
5	43591219	43592220	genic	7
5	43592221	43596621	intergenic	15
5	43596622	43599669	genic	9
5	43596622	43599669	genic-original	9
5	43599670	43671761	intergenic	15
5	43671762	43672898	genic	18
5	43671762	43672898	genic-original	18
5	43672899	43697589	intergenic	14
5	43697590	43698669	genic	11
5	43697590	43698669	genic-original	11
5	43698670	43705643	intergenic	13
5	43705644	43707269	genic	13
5	43705644	43708894	genic-original	13
5	43707270	43708894	genic	11
5	43708895	43710916	intergenic	12
5	43710917	43712719	genic	12
5	43710917	43714521	genic-original	12
5	43712720	43714521	genic	9
5	43714522	43720696	intergenic	15
5	43720697	43722337	genic	14
5	43720697	43727257	genic-original	15
5	43722338	43723977	genic	15
5	43723978	43725617	genic	11
5	43725618	43727257	genic	11
5	43727258	43730295	intergenic	11
5	43730296	43731608	genic	12
5	43730296	43731608	genic-original	12
5	43731609	43734264	intergenic	11
5	43734265	43736184	genic	7
5	43734265	43736184	genic-original	7
5	43736185	43742476	intergenic	12
5	43742477	43743940	genic	8
5	43742477	43745403	genic-original	10
5	43743941	43745403	genic	9
5	43745404	43755733	intergenic	12
5	43755734	43755977	genic	3
5	43755734	43755977	genic-original	3
5	43755978	43757989	intergenic	10
5	43757990	43768623	genic	4
5	43757990	43768623	genic-original	4
5	43768624	43775939	intergenic	13
5	43775940	43777524	genic	12
5	43775940	43779109	genic-original	13
5	43777525	43779109	genic	9
5	43779110	43854140	intergenic	15
5	43854141	43855996	genic	18
5	43854141	43855996	genic-original	18
5	43855997	43857615	intergenic	10
5	43857616	43859355	genic	12
5	43857616	43859355	genic-original	12
5	43859356	43859857	intergenic	11
5	43859858	43861624	genic	13
5	43859858	43861624	genic-original	13
5	43861625	43865580	intergenic	14
5	43865581	43866305	genic	11
5	43865581	43866305	genic-original	11
5	43866306	43866917	intergenic	10
5	43866918	43868898	genic	12
5	43866918	43868898	genic-original	12
5	43868899	43871189	intergenic	13
5	43871190	43871676	genic	8
5	43871190	43871676	genic-original	8
5	43871677	43872548	intergenic	11
5	43872549	43874181	genic	7
5	43872549	43874181	genic-original	7
5	43874182	43881795	intergenic	14
5	43881796	43883235	genic	8
5	43881796	43884675	genic-original	12
5	43883236	43884675	genic	10
5	43884676	43891453	intergenic	13
5	43891454	43892739	genic	11
5	43891454	43904009	genic-original	15
5	43892740	43894025	genic	7
5	43894026	43895311	genic	10
5	43895312	43896597	genic	10
5	43896598	43904009	genic	10
5	43904010	43929259	intergenic	17
5	43929260	43930527	genic	7
5	43929260	43934330	genic-original	14
5	43930528	43931795	genic	14
5	43931796	43933063	genic	10
5	43933064	43934330	genic	6
5	43934331	43938121	intergenic	13
5	43938122	43939842	genic	8
5	43938122	43941563	genic-original	12
5	43939843	43941563	genic	10
5	43941564	43943007	intergenic	8
5	43943008	43944214	genic	9
5	43943008	43945421	genic-original	11
5	43944215	43945421	genic	6
5	43945422	43946907	intergenic	13
5	43946908	43948372	genic	6
5	43946908	43952766	genic-original	11
5	43948373	43949837	genic	8
5	43949838	43951302	genic	9
5	43951303	43952766	genic	7
5	43952767	43954614	intergenic	12
5	43954615	43956751	genic	9
5	43954615	43956751	genic-original	9
5	43956752	43962188	intergenic	15
5	43962189	43963819	genic	6
5	43962189	43965449	genic-original	11
5	43963820	43965449	genic	11
5	43965450	43976191	intergenic	14
5	43976192	43977842	genic	6
5	43976192	43977842	genic-original	6
5	43977843	43979532	intergenic	13
5	43979533	43980663	genic	11
5	43979533	43984053	genic-original	13
5	43980664	43981793	genic	9
5	43981794	43982923	genic	12
5	43982924	43984053	genic	11
5	43984054	43987080	intergenic	12
5	43987081	43987874	genic	9
5	43987081	43987874	genic-original	9
5	43987875	43988956	intergenic	8
5	43988957	43989530	genic	6
5	43988957	43989530	genic-original	6
5	43989531	44018346	intergenic	16
5	44018347	44019627	genic	7
5	44018347	44020908	genic-original	11
5	44019628	44020908	genic	10
5	44020909	44028116	intergenic	13
5	44028117	44029250	genic	8
5	44028117	44029250	genic-original	8
5	44029251	44030619	intergenic	11
5	44030620	44032334	genic	10
5	44030620	44032334	genic-original	10
5	44032335	44039645	intergenic	15
5	44039646	44040988	genic	6
5	44039646	44040988	genic-original	6
5	44040989	44043190	intergenic	11
5	44043191	44044572	genic	7
5	44043191	44044572	genic-original	7
5	44044573	44047650	intergenic	11
5	44047651	44049646	genic	11
5	44047651	44051642	genic-original	12
5	44049647	44051642	genic	12
5	44051643	44053406	intergenic	12
5	44053407	44054345	genic	10
5	44053407	44054345	genic-original	10
5	44054346	44054934	intergenic	11
5	44054935	44056900	genic	14
5	44054935	44056900	genic-original	14
5	44056901	44060460	intergenic	12
5	44060461	44061661	genic	12
5	44060461	44062861	genic-original	12
5	44061662	44062861	genic	11
5	44062862	44064640	intergenic	12
5	44064641	44065053	genic	7
5	44064641	44065053	genic-original	7
5	44065054	44069290	intergenic	16
5	44069291	44075323	genic	11
5	44069291	44081356	genic-original	13
5	44075324	44078315	genic	18
5	44078316	44079836	genic	11
5	44079837	44081356	genic	18
5	44081357	44097994	intergenic	13
5	44097995	44098988	genic	9
5	44097995	44098988	genic-original	9
5	44098989	44101206	intergenic	12
5	44101207	44102752	genic	10
5	44101207	44102752	genic-original	10
5	44102753	44119312	intergenic	14
5	44119313	44120326	genic	9
5	44119313	44123368	genic-original	12
5	44120327	44121340	genic	11
5	44121341	44122354	genic	10
5	44122355	44123368	genic	9
5	44123369	44131581	intergenic	12
5	44131582	44132006	genic	4
5	44131582	44132006	genic-original	4
5	44132007	44136080	intergenic	11
5	44136081	44137495	genic	9
5	44136081	44141737	genic-original	11
5	44137496	44138909	genic	9
5	44138910	44140323	genic	8
5	44140324	44141737	genic	8
5	44141738	44144031	intergenic	10
5	44144032	44145068	genic	12
5	44144032	44146104	genic-original	12
5	44145069	44146104	genic	9
5	44146105	44150403	intergenic	14
5	44150404	44151424	genic	4
5	44150404	44151424	genic-original	4
5	44151425	44161194	intergenic	16
5	44161195	44162782	genic	8
5	44161195	44164369	genic-original	10
5	44162783	44164369	genic	8
5	44164370	44190753	intergenic	15
5	44190754	44191556	genic	8
5	44190754	44191556	genic-original	8
5	44191557	44195964	intergenic	13
5	44195965	44197402	genic	8
5	44195965	44198839	genic-original	12
5	44197403	44198839	genic	12
5	44198840	44203119	intergenic	16
5	44203120	44205617	genic	18
5	44203120	44213111	genic-original	13
5	44205618	44206866	genic	8
5	44206867	44208115	genic	8
5	44208116	44209364	genic	4
5	44209365	44210613	genic	8
5	44210614	44211862	genic	9
5	44211863	44213111	genic	9
5	44213112	44214181	intergenic	9
5	44214182	44216080	genic	13
5	44214182	44216080	genic-original	13
5	44216081	44221513	intergenic	13
5	44221514	44222607	genic	12
5	44221514	44222607	genic-original	12
5	44222608	44229692	intergenic	13
5	44229693	44230964	genic	12
5	44229693	44230964	genic-original	12
5	44230965	44231720	intergenic	18
5	44231721	44234074	genic	18
5	44231721	44234074	genic-original	18
5	44234075	44235708	intergenic	12
5	44235709	44237033	genic	12
5	44235709	44238358	genic-original	12
5	44237034	44238358	genic	9
5	44238359	44242417	intergenic	13
5	44242418	44243914	genic	8
5	44242418	44245411	genic-original	11
5	44243915	44245411	genic	11
5	44245412	44256653	intergenic	14
5	44256654	44257399	genic	6
5	44256654	44257399	genic-original	6
5	44257400	44262884	intergenic	15
5	44262885	44263923	genic	13
5	44262885	44264961	genic-original	13
5	44263924	44264961	genic	10
5	44264962	44274199	intergenic	16
5	44274200	44274737	genic	8
5	44274200	44274737	genic-original	8
5	44274738	44292330	intergenic	14
5	44292331	44294017	genic	11
5	44292331	44295703	genic-original	13
5	44294018	44295703	genic	8
5	44295704	44300776	intergenic	13
5	44300777	44301587	genic	10
5	44300777	44301587	genic-original	10
5	44301588	44303433	intergenic	13
5	44303434	44304693	genic	9
5	44303434	44308470	genic-original	12
5	44304694	44305952	genic	9
5	44305953	44307211	genic	8
5	44307212	44308470	genic	9
5	44308471	44313568	intergenic	18
5	44313569	44315682	genic	18
5	44313569	44315682	genic-original	18
5	44315683	44316979	intergenic	18
5	44316980	44318554	genic	18
5	44316980	44318554	genic-original	18
5	44318555	44452412	intergenic	16
5	44452413	44455944	genic	18
5	44452413	44455944	genic-original	18
5	44455945	44488459	intergenic	17
5	44488460	44489536	genic	12
5	44488460	44489536	genic-original	12
5	44489537	44492240	intergenic	13
5	44492241	44493820	genic	11
5	44492241	44498558	genic-original	12
5	44493821	44495399	genic	12
5	44495400	44496979	genic	7
5	44496980	44498558	genic	11
5	44498559	44499680	intergenic	10
5	44499681	44500713	genic	11
5	44499681	44501746	genic-original	12
5	44500714	44501746	genic	11
5	44501747	44502178	intergenic	5
5	44502179	44504053	genic	12
5	44502179	44504053	genic-original	12
5	44504054	44522459	intergenic	15
5	44522460	44523190	genic	18
5	44522460	44523190	genic-original	18
5	44523191	44531686	intergenic	15
5	44531687	44532874	genic	10
5	44531687	44534061	genic-original	12
5	44532875	44534061	genic	7
5	44534062	44534685	intergenic	9
5	44534686	44536382	genic	10
5	44534686	44536382	genic-original	10
5	44536383	44537003	intergenic	8
5	44537004	44538132	genic	8
5	44537004	44539260	genic-original	12
5	44538133	44539260	genic	11
5	44539261	44540128	intergenic	11
5	44540129	44541934	genic	10
5	44540129	44543739	genic-original	11
5	44541935	44543739	genic	9
5	44543740	44547799	intergenic	12
5	44547800	44548909	genic	10
5	44547800	44552239	genic-original	14
5	44548910	44550019	genic	8
5	44550020	44551129	genic	11
5	44551130	44552239	genic	14
5	44552240	44558473	intergenic	14
5	44558474	44559699	genic	7
5	44558474	44563377	genic-original	11
5	44559700	44560925	genic	8
5	44560926	44562151	genic	5
5	44562152	44563377	genic	9
5	44563378	44564942	intergenic	13
5	44564943	44566575	genic	10
5	44564943	44566575	genic-original	10
5	44566576	44573331	intergenic	16
5	44573332	44574653	genic	8
5	44573332	44575975	genic-original	12
5	44574654	44575975	genic	11
5	44575976	44579189	intergenic	16
5	44579190	44580439	genic	10
5	44579190	44581688	genic-original	11
5	44580440	44581688	genic	9
5	44581689	44582334	intergenic	8
5	44582335	44583612	genic	7
5	44582335	44583612	genic-original	7
5	44583613	44590404	intergenic	13
5	44590405	44591458	genic	5
5	44590405	44594618	genic-original	13
5	44591459	44592511	genic	8
5	44592512	44593565	genic	8
5	44593566	44594618	genic	10
5	44594619	44596766	intergenic	12
5	44596767	44598117	genic	10
5	44596767	44598117	genic-original	10
5	44598118	44602120	intergenic	13
5	44602121	44604313	genic	18
5	44602121	44604313	genic-original	18
5	44604314	44605093	intergenic	18
5	44605094	44608385	genic	18
5	44605094	44608385	genic-original	18
5	44608386	44631605	intergenic	18
5	44631606	44638524	genic	18
5	44631606	44638524	genic-original	18
5	44638525	44638549	intergenic	18
5	44638550	44642323	genic	18
5	44638550	44642323	genic-original	18
5	44642324	44643722	intergenic	18
5	44643723	44645448	genic	14
5	44643723	44647174	genic-original	15
5	44645449	44647174	genic	11
5	44647175	44648921	intergenic	11
5	44648922	44650000	genic	10
5	44648922	44657548	genic-original	12
5	44650001	44651078	genic	8
5	44651079	44652157	genic	9
5	44652158	44653235	genic	7
5	44653236	44654314	genic	9
5	44654315	44655392	genic	9
5	44655393	44656470	genic	8
5	44656471	44657548	genic	10
5	44657549	44668324	intergenic	15
5	44668325	44669484	genic	9
5	44668325	44670644	genic-original	11
5	44669485	44670644	genic	9
5	44670645	44671813	intergenic	11
5	44671814	44673779	genic	9
5	44671814	44673779	genic-original	9
5	44673780	44675625	intergenic	14
5	44675626	44677430	genic	13
5	44675626	44682843	genic-original	15
5	44677431	44679234	genic	7
5	44679235	44681039	genic	5
5	44681040	44682843	genic	12
5	44682844	44689834	intergenic	14
5	44689835	44691218	genic	10
5	44689835	44695367	genic-original	11
5	44691219	44692601	genic	9
5	44692602	44695367	genic	11
5	44695368	44697638	intergenic	12
5	44697639	44698662	genic	9
5	44697639	44730396	genic-original	15
5	44698663	44699686	genic	10
5	44699687	44700710	genic	9
5	44700711	44701733	genic	10
5	44701734	44702757	genic	11
5	44702758	44703781	genic	8
5	44703782	44704805	genic	13
5	44704806	44706852	genic	18
5	44706853	44707876	genic	12
5	44707877	44708900	genic	13
5	44708901	44710947	genic	14
5	44710948	44711970	genic	12
5	44711971	44712994	genic	18
5	44712995	44714017	genic	11
5	44714018	44719136	genic	18
5	44719137	44720160	genic	12
5	44720161	44722207	genic	18
5	44722208	44723231	genic	11
5	44723232	44724255	genic	12
5	44724256	44725279	genic	13
5	44725280	44726302	genic	9
5	44726303	44727326	genic	9
5	44727327	44728349	genic	10
5	44728350	44729373	genic	8
5	44729374	44730396	genic	10
5	44730397	44738539	intergenic	16
5	44738540	44738931	genic	18
5	44738540	44738931	genic-original	18
5	44738932	44751296	intergenic	13
5	44751297	44752718	genic	8
5	44751297	44752718	genic-original	8
5	44752719	44757847	intergenic	13
5	44757848	44760472	genic	8
5	44757848	44760472	genic-original	8
5	44760473	44762514	intergenic	14
5	44762515	44763749	genic	9
5	44762515	44767452	genic-original	10
5	44763750	44764983	genic	7
5	44764984	44766218	genic	8
5	44766219	44767452	genic	6
5	44767453	44778129	intergenic	14
5	44778130	44779007	genic	6
5	44778130	44779007	genic-original	6
5	44779008	44780913	intergenic	11
5	44780914	44782655	genic	9
5	44780914	44782655	genic-original	9
5	44782656	44799358	intergenic	15
5	44799359	44801385	genic	8
5	44799359	44801385	genic-original	8
5	44801386	44816180	intergenic	14
5	44816181	44817257	genic	12
5	44816181	44818333	genic-original	12
5	44817258	44818333	genic	5
5	44818334	44846092	intergenic	13
5	44846093	44847858	genic	9
5	44846093	44847858	genic-original	9
5	44847859	44855829	intergenic	12
5	44855830	44856508	genic	7
5	44855830	44856508	genic-original	7
5	44856509	44872104	intergenic	15
5	44872105	44873867	genic	9
5	44872105	44873867	genic-original	9
5	44873868	44886216	intergenic	13
5	44886217	44887474	genic	7
5	44886217	44887474	genic-original	7
5	44887475	44891645	intergenic	14
5	44891646	44893402	genic	11
5	44891646	44893402	genic-original	11
5	44893403	44923652	intergenic	17
5	44923653	44925412	genic	18
5	44923653	44925412	genic-original	18
5	44925413	44934552	intergenic	18
5	44934553	44938429	genic	18
5	44934553	44938429	genic-original	18
5	44938430	44940272	intergenic	6
5	44940273	44943848	genic	6
5	44940273	44943848	genic-original	6
5	44943849	44947179	intergenic	13
5	44947180	44947992	genic	6
5	44947180	44947992	genic-original	6
5	44947993	44955022	intergenic	15
5	44955023	44956963	genic	18
5	44955023	44956963	genic-original	18
5	44956964	44978174	intergenic	15
5	44978175	44979534	genic	6
5	44978175	44980894	genic-original	13
5	44979535	44980894	genic	10
5	44980895	45021337	intergenic	18
5	45021338	45029985	genic	18
5	45021338	45029985	genic-original	18
5	45029986	45038236	intergenic	15
5	45038237	45039553	genic	6
5	45038237	45040870	genic-original	10
5	45039554	45040870	genic	7
5	45040871	45044761	intergenic	13
5	45044762	45046413	genic	7
5	45044762	45046413	genic-original	7
5	45046414	45050594	intergenic	16
5	45050595	45052593	genic	9
5	45050595	45054592	genic-original	13
5	45052594	45054592	genic	13
5	45054593	45065595	intergenic	12
5	45065596	45066565	genic	7
5	45065596	45066565	genic-original	7
5	45066566	45067367	intergenic	10
5	45067368	45075013	genic	9
5	45067368	45075013	genic-original	9
5	45075014	45079508	intergenic	14
5	45079509	45080831	genic	9
5	45079509	45082153	genic-original	13
5	45080832	45082153	genic	10
5	45082154	45087299	intergenic	13
5	45087300	45088444	genic	9
5	45087300	45088444	genic-original	9
5	45088445	45094319	intergenic	12
5	45094320	45096959	genic	12
5	45094320	45096959	genic-original	12
5	45096960	45100977	intergenic	16
5	45100978	45101935	genic	10
5	45100978	45101935	genic-original	10
5	45101936	45108906	intergenic	14
5	45108907	45110145	genic	8
5	45108907	45113862	genic-original	12
5	45110146	45111384	genic	8
5	45111385	45112623	genic	8
5	45112624	45113862	genic	7
5	45113863	45117423	intergenic	13
5	45117424	45119162	genic	13
5	45117424	45124377	genic-original	13
5	45119163	45120900	genic	10
5	45120901	45122639	genic	13
5	45122640	45124377	genic	7
5	45124378	45125091	intergenic	8
5	45125092	45125866	genic	7
5	45125092	45125866	genic-original	7
5	45125867	45130052	intergenic	17
5	45130053	45131433	genic	9
5	45130053	45132813	genic-original	11
5	45131434	45132813	genic	10
5	45132814	45142527	intergenic	15
5	45142528	45144521	genic	10
5	45142528	45146514	genic-original	12
5	45144522	45146514	genic	11
5	45146515	45148469	intergenic	12
5	45148470	45149493	genic	10
5	45148470	45152563	genic-original	12
5	45149494	45150516	genic	9
5	45150517	45151540	genic	7
5	45151541	45152563	genic	9
5	45152564	45154024	intergenic	11
5	45154025	45154472	genic	7
5	45154025	45154472	genic-original	7
5	45154473	45158431	intergenic	16
5	45158432	45159747	genic	11
5	45158432	45161062	genic-original	12
5	45159748	45161062	genic	11
5	45161063	45189686	intergenic	16
5	45189687	45190939	genic	10
5	45189687	45192192	genic-original	13
5	45190940	45192192	genic	11
5	45192193	45194737	intergenic	13
5	45194738	45195759	genic	10
5	45194738	45196780	genic-original	12
5	45195760	45196780	genic	11
5	45196781	45197378	intergenic	10
5	45197379	45199045	genic	7
5	45197379	45204046	genic-original	11
5	45199046	45200712	genic	8
5	45200713	45202379	genic	8
5	45202380	45204046	genic	10
5	45204047	45207091	intergenic	10
5	45207092	45208594	genic	10
5	45207092	45208594	genic-original	10
5	45208595	45209978	intergenic	12
5	45209979	45211714	genic	12
5	45209979	45213449	genic-original	12
5	45211715	45213449	genic	11
5	45213450	45223645	intergenic	12
5	45223646	45225324	genic	10
5	45223646	45225324	genic-original	10
5	45225325	45226950	intergenic	13
5	45226951	45231285	genic	9
5	45226951	45231285	genic-original	9
5	45231286	45233183	intergenic	9
5	45233184	45233815	genic	3
5	45233184	45233815	genic-original	3
5	45233816	45235446	intergenic	11
5	45235447	45236359	genic	7
5	45235447	45236359	genic-original	7
5	45236360	45237766	intergenic	11
5	45237767	45239522	genic	10
5	45237767	45244788	genic-original	12
5	45239523	45241277	genic	10
5	45241278	45243033	genic	9
5	45243034	45244788	genic	12
5	45244789	45249665	intergenic	14
5	45249666	45251232	genic	10
5	45249666	45252798	genic-original	11
5	45251233	45252798	genic	10
5	45252799	45256009	intergenic	16
5	45256010	45257048	genic	9
5	45256010	45257048	genic-original	9
5	45257049	45259079	intergenic	12
5	45259080	45260799	genic	9
5	45259080	45262518	genic-original	10
5	45260800	45262518	genic	9
5	45262519	45265461	intergenic	11
5	45265462	45267089	genic	10
5	45265462	45268717	genic-original	10
5	45267090	45268717	genic	9
5	45268718	45270607	intergenic	12
5	45270608	45271424	genic	7
5	45270608	45271424	genic-original	7
5	45271425	45274804	intergenic	13
5	45274805	45276033	genic	11
5	45274805	45277261	genic-original	11
5	45276034	45277261	genic	7
5	45277262	45280386	intergenic	11
5	45280387	45281237	genic	5
5	45280387	45281237	genic-original	5
5	45281238	45288243	intergenic	15
5	45288244	45289279	genic	10
5	45288244	45292384	genic-original	12
5	45289280	45290314	genic	9
5	45290315	45291349	genic	5
5	45291350	45292384	genic	9
5	45292385	45293745	intergenic	8
5	45293746	45296321	genic	9
5	45293746	45296321	genic-original	9
5	45296322	45297321	intergenic	15
5	45297322	45297751	genic	5
5	45297322	45297751	genic-original	5
5	45297752	45305329	intergenic	16
5	45305330	45307101	genic	11
5	45305330	45307101	genic-original	11
5	45307102	45343279	intergenic	16
5	45343280	45344777	genic	13
5	45343280	45346274	genic-original	13
5	45344778	45346274	genic	6
5	45346275	45350692	intergenic	11
5	45350693	45352608	genic	9
5	45350693	45352608	genic-original	9
5	45352609	45354930	intergenic	14
5	45354931	45355512	genic	4
5	45354931	45355512	genic-original	4
5	45355513	45358032	intergenic	13
5	45358033	45359471	genic	13
5	45358033	45360909	genic-original	14
5	45359472	45360909	genic	10
5	45360910	45370868	intergenic	15
5	45370869	45372227	genic	6
5	45370869	45372227	genic-original	6
5	45372228	45395280	intergenic	16
5	45395281	45396888	genic	9
5	45395281	45398496	genic-original	13
5	45396889	45398496	genic	12
5	45398497	45400271	intergenic	12
5	45400272	45404114	genic	18
5	45400272	45405395	genic-original	11
5	45404115	45405395	genic	6
5	45405396	45413921	intergenic	14
5	45413922	45416591	genic	18
5	45413922	45416591	genic-original	18
5	45416592	45424174	intergenic	15
5	45424175	45425611	genic	18
5	45424175	45425611	genic-original	18
5	45425612	45433701	intergenic	15
5	45433702	45435545	genic	12
5	45433702	45435545	genic-original	12
5	45435546	45441720	intergenic	14
5	45441721	45442796	genic	18
5	45441721	45442796	genic-original	18
5	45442797	45450422	intergenic	15
5	45450423	45451064	genic	18
5	45450423	45451064	genic-original	18
5	45451065	45451515	intergenic	18
5	45451516	45458153	genic	18
5	45451516	45458153	genic-original	18
5	45458154	45479472	intergenic	18
5	45479473	45483352	genic	18
5	45479473	45483352	genic-original	18
5	45483353	45483495	intergenic	18
5	45483496	45485592	genic	18
5	45483496	45500564	genic-original	16
5	45485593	45486641	genic	11
5	45486642	45487689	genic	18
5	45487690	45488738	genic	13
5	45488739	45489786	genic	10
5	45489787	45500564	genic	18
5	45500565	45523661	intergenic	16
5	45523662	45525520	genic	14
5	45523662	45525520	genic-original	14
5	45525521	45528590	intergenic	14
5	45528591	45531816	genic	18
5	45528591	45531816	genic-original	18
5	45531817	45532356	intergenic	18
5	45532357	45533752	genic	18
5	45532357	45535147	genic-original	13
5	45533753	45535147	genic	11
5	45535148	45537155	intergenic	11
5	45537156	45537591	genic	7
5	45537156	45537591	genic-original	7
5	45537592	45540150	intergenic	14
5	45540151	45540490	genic	7
5	45540151	45540490	genic-original	7
5	45540491	45546099	intergenic	18
5	45546100	45546439	genic	18
5	45546100	45546439	genic-original	18
5	45546440	45551136	intergenic	13
5	45551137	45552951	genic	10
5	45551137	45554766	genic-original	10
5	45552952	45554766	genic	9
5	45554767	45557249	intergenic	14
5	45557250	45558978	genic	12
5	45557250	45560706	genic-original	13
5	45558979	45560706	genic	9
5	45560707	45580517	intergenic	16
5	45580518	45581426	genic	18
5	45580518	45581426	genic-original	18
5	45581427	45604480	intergenic	18
5	45604481	45608162	genic	18
5	45604481	45608162	genic-original	18
5	45608163	45608550	intergenic	18
5	45608551	45613406	genic	18
5	45608551	45613406	genic-original	18
5	45613407	45615112	intergenic	18
5	45615113	45617385	genic	18
5	45615113	45617385	genic-original	18
5	45617386	45624923	intergenic	16
5	45624924	45631462	genic	13
5	45624924	45631462	genic-original	13
5	45631463	45632055	intergenic	18
5	45632056	45633864	genic	18
5	45632056	45639291	genic-original	14
5	45633865	45635673	genic	9
5	45635674	45637482	genic	12
5	45637483	45639291	genic	12
5	45639292	45652143	intergenic	16
5	45652144	45653744	genic	11
5	45652144	45655344	genic-original	11
5	45653745	45655344	genic	10
5	45655345	45663072	intergenic	12
5	45663073	45664630	genic	18
5	45663073	45666188	genic-original	12
5	45664631	45666188	genic	11
5	45666189	45669830	intergenic	15
5	45669831	45671420	genic	13
5	45669831	45673010	genic-original	13
5	45671421	45673010	genic	7
5	45673011	45675194	intergenic	10
5	45675195	45683480	genic	18
5	45675195	45683480	genic-original	18
5	45683481	45683850	intergenic	9
5	45683851	45685037	genic	8
5	45683851	45693346	genic-original	17
5	45685038	45686224	genic	18
5	45686225	45687411	genic	9
5	45687412	45688598	genic	13
5	45688599	45689785	genic	18
5	45689786	45690972	genic	10
5	45690973	45692159	genic	13
5	45692160	45693346	genic	11
5	45693347	45717460	intergenic	17
5	45717461	45719413	genic	13
5	45717461	45719413	genic-original	13
5	45719414	45722062	intergenic	14
5	45722063	45723915	genic	10
5	45722063	45840597	genic-original	16
5	45723916	45725767	genic	12
5	45725768	45727619	genic	14
5	45727620	45731323	genic	18
5	45731324	45733175	genic	13
5	45733176	45735027	genic	13
5	45735028	45736879	genic	14
5	45736880	45738732	genic	11
5	45738733	45740584	genic	12
5	45740585	45742436	genic	18
5	45742437	45744288	genic	14
5	45744289	45746140	genic	10
5	45746141	45747992	genic	13
5	45747993	45749844	genic	12
5	45749845	45751696	genic	14
5	45751697	45753549	genic	11
5	45753550	45755401	genic	11
5	45755402	45788739	genic	15
5	45788740	45790591	genic	11
5	45790592	45792443	genic	13
5	45792444	45794295	genic	12
5	45794296	45796147	genic	14
5	45796148	45798000	genic	15
5	45798001	45799852	genic	18
5	45799853	45801704	genic	13
5	45801705	45830617	genic	18
5	45830618	45840597	genic	15
5	45840598	45845652	intergenic	18
5	45845653	45846800	genic	9
5	45845653	45846800	genic-original	9
5	45846801	45852641	intergenic	14
5	45852642	45854093	genic	14
5	45852642	45855544	genic-original	14
5	45854094	45855544	genic	7
5	45855545	45865650	intergenic	14
5	45865651	45867953	genic	9
5	45865651	45867953	genic-original	9
5	45867954	45882456	intergenic	14
5	45882457	45883421	genic	8
5	45882457	45883421	genic-original	8
5	45883422	45884949	intergenic	10
5	45884950	45885776	genic	8
5	45884950	45885776	genic-original	8
5	45885777	45886340	intergenic	10
5	45886341	45886949	genic	10
5	45886341	45886949	genic-original	10
5	45886950	45888632	intergenic	11
5	45888633	45889777	genic	12
5	45888633	45889777	genic-original	12
5	45889778	45889907	intergenic	8
5	45889908	45891068	genic	11
5	45889908	45892228	genic-original	12
5	45891069	45892228	genic	11
5	45892229	45901865	intergenic	14
5	45901866	45903053	genic	7
5	45901866	45904240	genic-original	12
5	45903054	45904240	genic	12
5	45904241	45911114	intergenic	14
5	45911115	45914681	genic	18
5	45911115	45915870	genic-original	11
5	45914682	45915870	genic	9
